#1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff 5.Inst_tot_diff  6.Cache_active_diff 7.Cache_passive_diff 8.Cache_tot_diff  9.Inst_per_put_ini 10.Inst_per_put_final 11.Inst_per_put_diff  12.Cache_per_put_ini 13.Cache_per_put_final 14.Cache_per_put_diff  15.Dca_active_diff 16.Dca_passive_diff 17.Dca_tot_diff  18.Tca_active_diff 19.Tca_passive_diff 20.Tca_tot_diff  21.Tch_percent_ini 22.Tch_percent_final  23.Tcm_percent_ini 24.Tcm_percent_final 
524288 1 31.979509823060 8.436738065224 10.688970456765 20.410782842213 61.722787028192 20.411346386344 770966.163519085540 524414.963524023540 31.979509823060 3471.389594523863 2762.851802778404 20.410782842213 41.102632192020 14.691776538928 41.102435089655 41.093955605703 14.428502763219 41.093636569778 85.304360339043 80.144406770561 14.695639660956 19.855593229438
524288 2 25.064523750516 8.797492379399 10.362829748482 23.950013278868 56.818144399283 23.950093521141 395731.824477939360 296543.527343315210 25.064523750516 1802.321750226675 1370.665451719458 23.950013278868 33.002223125483 11.284327261434 33.002110769424 32.998943747304 10.473295022785 32.998763157827 82.900425340991 80.591016045328 17.099574659008 19.408983954671
524288 4 20.714230467490 5.345679206647 7.019159012367 32.662503155749 39.999988241957 32.662514837024 222093.298641034502 176088.380907679566 20.714230467490 942.229670689068 634.473874765838 32.662503155750 17.588112567745 20.864365624713 17.588139180201 17.595577783897 11.146144802793 17.595503580989 77.201754027026 81.370213212179 22.798245972973 18.629786787820
524288 8 8.826911127131 4.869801327842 5.348494576939 45.339380058286 44.444399254192 45.339378554235 128516.279735953460 117172.261939764643 8.826911127131 535.552377425086 292.736249613138 45.339380058286 10.771678043494 -2.537266273370 10.771578568851 10.776256828570 6.149348823876 10.776204216415 72.001555161948 82.847476491640 27.998444838051 17.152523508359
524288 16 3.892128821779 5.696410603233 5.475690485574 54.872954094669 15.714270821359 54.872904931149 66968.132215242292 64361.646239885325 3.892128821779 348.475169804216 157.256549846228 54.872954094669 20.297950063009 13.310564906337 20.297902225187 20.298508356237 14.962863491324 20.298453814262 67.450460847559 81.570425882430 32.549539152440 18.429574117569
524288 32 -5.212936437985 6.887837968705 5.378549162940 75.051568906497 -4.615526799297 75.051503351432 35959.127354040662 37833.653806661015 -5.212936437985 246.856442823761 61.586809537758 75.051568906497 12.828229580743 33.239741214889 12.828391764910 12.823097569018 29.190936843862 12.823284632091 56.004317737889 87.409242394257 43.995682262110 12.590757605742
524288 64 -4.296657682535 6.437514124463 4.682093158947 73.064103629951 25.925832128723 73.064053900619 26509.004964760565 27648.006163142625 -4.296657682535 119.970471662117 32.315121921566 73.064103629951 5.529297295832 15.091467621226 5.529376298200 5.483821465150 17.874292465590 5.483976693626 53.530900022681 86.756903624314 46.469099977318 13.243096375685
524288 128 -5.464554823083 4.985052366195 2.698281568132 73.081346313400 -32.911473738526 73.081235353847 21483.002983163546 22656.953458823231 -5.464554823083 58.957280419949 15.870506139283 73.081346313401 6.527885148040 -1.629390449811 6.527812701942 6.477948122123 -2.724727996282 6.477832059533 54.505352783480 86.905177672804 45.494647216519 13.094822327195
524288 256 -5.463946187606 2.744410267904 .379756548061 70.518194444823 -15.384724275546 70.518103829560 19007.981851391894 20046.567751101914 -5.463946187606 28.884818413878 8.515765999745 70.518194444824 8.355564320015 23.207766479457 8.355746123376 8.291721611052 11.747017932922 8.291779907389 53.327071800725 84.995878038120 46.672928199274 15.004121961879
524288 512 -2.867901733886 -3.495093073872 -3.267919029954 -4.493292666485 -18.584126918507 -4.493400102821 16388.423619205096 16858.427504336950 -2.867901733886 2.894674804285 3.024741014985 -4.493292666501 -5.528419740474 .856966989782 -5.528253494856 -5.464294246513 5.160647405363 -5.463891416482 82.635435871780 82.795310067360 17.364564128219 17.204689932639
