#1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff 5.Inst_tot_diff  6.Cache_active_diff 7.Cache_passive_diff 8.Cache_tot_diff  9.Inst_per_put_ini 10.Inst_per_put_final 11.Inst_per_put_diff  12.Cache_per_put_ini 13.Cache_per_put_final 14.Cache_per_put_diff  15.Dca_active_diff 16.Dca_passive_diff 17.Dca_tot_diff  18.Tca_active_diff 19.Tca_passive_diff 20.Tca_tot_diff  21.Tch_percent_ini 22.Tch_percent_final  23.Tcm_percent_ini 24.Tcm_percent_final 
524288 1 -3.318805343358 -7.110704363029 -6.747950228324 -.392226589597 52.439580804007 -.391505901855 770966.163519085540 796553.029749444750 -3.318805343358 3471.389594523863 3485.005307542095 -.392226589597 -.183988636152 -31.852014584612 -.184224972410 -.179644140827 -20.595342263711 -.179888402239 85.304360339043 85.273176009211 14.695639660956 14.726823990788
524288 2 19.654059522256 -2.093244128262 -.000553316747 3.132113158427 24.999947351031 3.132166545239 395731.824477939360 317954.456146533180 19.654059522256 1802.321750226675 1745.870993530630 3.132113158427 -2.534211790999 -93.119401584063 -2.534680427328 -2.535119129465 -69.467574859211 -2.535655730977 82.900425340991 83.845538219773 17.099574659008 16.154461780226
524288 4 38.148467679594 -1.357540348247 2.944264390345 -2.222187111437 6.666658394157 -2.222172960397 222093.298641034502 137368.108390415200 38.148467679594 942.229670689068 963.167776991259 -2.222187111437 .121109371854 -42.250385222607 .120765195282 .116202894361 -30.441651701900 .115851315908 77.201754027026 76.668021909527 22.798245972973 23.331978090472
524288 8 54.714026971287 1.628728498649 8.050479547788 -.761832323774 -25.000082448677 -.761873057115 128516.279735953460 58199.847778729050 54.714026971287 535.552377425086 539.632388547054 -.761832323774 -7.599196166822 -62.554787652664 -7.599606919751 -7.599737192904 -46.954119463775 -7.600184688046 72.001555161948 73.780841127516 27.998444838051 26.219158872483
524288 16 70.986697893913 3.552339669386 11.801671694229 .673588920490 -28.571439492345 .673552203512 66968.132215242292 19429.666514411601 70.986697893913 348.475169804216 346.127879669754 .673588920490 -6.762178453079 -55.716737656398 -6.762513611289 -6.755882700016 -39.920057072225 -6.756221710504 67.450460847559 69.715683814926 32.549539152440 30.284316185073
524288 32 89.203023215828 6.155343710914 16.513600861155 2.692946760893 -12.307830635180 2.692934417316 35959.127354040662 3882.498632206508 89.203023215828 246.856442823761 240.208730242683 2.692946760892 -3.943534406501 -30.364816295451 -3.943744342623 -3.952307793367 -23.684362834158 -3.952533305043 56.004317737889 58.816785437030 43.995682262110 41.183214562969
524288 64 75.151467895787 8.550466095543 19.442111672551 -.806551207292 -17.284085506490 -.806568590551 26509.004964760565 6587.098609175758 75.151467895787 119.970471662117 120.938094949702 -.806551207292 -.247433107625 -49.523981275865 -.247840229006 -.270216266770 -31.884209374423 -.270612328548 53.530900022681 53.282341648117 46.469099977318 46.717658351882
524288 128 79.141272472710 16.180060827545 29.958364412828 -1.736627226766 -3.797523366506 -1.736629384234 21483.002983163546 4481.081056937475 79.141272472710 58.957280419949 59.981148603883 -1.736627226766 -1.388193559619 -50.780799270303 -1.388632223427 -1.432531115389 -47.705622703240 -1.433114703769 54.505352783480 54.368959210778 45.494647216519 45.631040789221
524288 256 85.421888116977 28.948455162056 45.217255625699 -4.145910552429 -3.846241598480 -4.145910236321 19007.981851391894 2771.004861000578 85.421888116977 28.884818413878 30.082357148549 -4.145910552429 -14.234741623944 -12.583901363430 -14.234721416281 -14.295579178771 -7.856431840801 -14.295470540128 53.327071800725 57.471718150544 46.672928199274 42.528281849455
524288 512 83.919867106950 44.897782803588 59.031914013815 -9.465556844097 26.548642847846 -9.465282251861 16388.423619205096 2635.280297044132 83.919867106950 2.894674804285 3.168671893336 -9.465556844084 -70.468843489383 13.757295068344 -70.466650634496 -70.218777294407 21.415295650526 -70.215303114726 82.635435871780 88.833066998461 17.364564128219 11.166933001538
