##1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff #5.Inst_tot_diff 6.Cache_active_diff 7.Cache_passive_diff #8.Cache_tot_diff
524288 1 -1.109229970950 20.428677999143 18.458868701402 1.506132439765 3.293036476674 1.506709854131
524288 2 12.566828432508 12.791444646293 12.768164244028 -1.322128412518 -33.333050031899 -1.322480517617
524288 4 26.697832253909 7.299333941411 9.210286732884 -7.482837868418 -.000134138439 -7.482778993876
524288 8 45.047016738428 9.680368669187 13.905234551719 -15.266367904714 74.999989542121 -15.264827845377
524288 16 56.714863513224 9.828239417231 15.744685111510 -5.827211619971 -300.000335894752 -5.828379119938
524288 32 68.922307902467 11.933235586038 19.902650173377 -10.972667746242 -299.999534560506 -10.974163924555
524288 64 76.827945447418 19.554962488857 29.838584088081 -.695554190519 -.000387688701 -.695547534895
524288 128 80.297063922697 27.780723384885 40.251600580926 8.867925646728 49.999978956022 8.868327122054
524288 256 86.302911326710 39.178930086549 53.511471540971 9.304323135476 49.999897281557 9.304689174952
524288 512 86.668998767543 50.403046855246 63.472605345342 .909890161846 66.666591854004 .911155097189
524288 1024 88.426145400023 61.515197137876 72.388997621860 5.394594318379 -200.000463588042 5.392034759854
524288 2048 90.097001639347 71.907202097666 79.816487061285 -94.480367122752 75.000007047580 -94.472001881378
524288 4096 85.530731103411 72.437098508569 78.291813178145 -280.563265955944 57.142851526476 -280.526200005346
524288 8192 86.003237833020 76.931317032188 81.101004919138 -996.698401040125 61.538466172647 -996.463717791544
524288 16384 86.029760788081 79.917812943813 82.773883008747 -1279.585873146786 63.157892765871 -1279.153007514119
524288 32768 86.568428307165 81.216749279090 83.719820359734 -897.626442634653 80.597016892823 -896.828488552766
524288 65536 86.690750984331 83.108102422006 84.802127779200 -1040.163957661934 70.491755649631 -1038.277995207414
524288 131072 86.395710309641 83.121765761006 84.653473063969 -757.764466652312 76.595743421287 -756.125354640601
524288 262144 86.512043825539 83.323095225893 84.826872897687 -714.883924248362 77.832512310586 -711.695526479187
524288 524288 86.556271718020 83.547152994189 84.968476965347 -552.055645623288 79.069773171299 -548.178344256129
