##1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff #5.Inst_tot_diff 6.Cache_active_diff 7.Cache_passive_diff #8.Cache_tot_diff
524288 1 38.269780421100 16.686560617144 19.268131661304 20.622366485261 15.970687006957 20.620946541183
524288 2 31.557989104432 20.380629297632 21.705870854857 22.652494198863 25.000061844502 22.652520829252
524288 4 22.859826293697 17.079841138600 17.687408218164 33.768027225213 -100.000428186618 33.767678677891
524288 8 12.211368189924 13.653255214899 13.483504779382 45.305410367446 -100.000176549792 45.304732393161
524288 16 7.677697250326 13.953897744460 13.209380282222 54.348582282299 74.999961748534 54.348731945532
524288 32 -.536194897891 14.563273692614 12.730380602726 75.464595205964 -.000114051375 75.464499357872
524288 64 -.211072710613 14.292815947103 12.006070933391 72.714329643815 .000236800306 72.714139685978
524288 128 -.357256046707 13.841360480330 10.846060405905 72.825518957124 -.000269629132 72.825325792834
524288 256 -.415728806133 11.746041162095 8.370756763507 69.982234442668 49.999998177762 69.982126539365
524288 512 2.178522159780 6.254065029353 4.825053533218 -4.968668044344 .000007974887 -4.968567714927
524288 1024 1.017888899837 4.276916110289 2.986240907803 -22.694330758373 83.333333053576 -22.684604728970
524288 2048 .412060617239 2.569163263867 1.642803858552 -17.818615763810 71.428574022491 -17.800453555229
524288 4096 .616294784685 2.062812927124 1.421252480687 -25.570542627203 .000024265297 -25.567018494458
524288 8192 .373583039939 1.417917256451 .940646545919 -23.250336328880 31.578959595556 -23.228436882367
524288 16384 .220497940540 1.127709931791 .705838243224 5.976222627016 36.666670992065 5.990908532670
524288 32768 .879232682300 .223805894093 .531435766793 3.925126325720 -48.888881941874 3.897318809983
524288 65536 .416436895255 .684243784892 .557793289304 6.262578766528 28.235413267099 6.311288611753
524288 131072 2.409616252907 .800615481916 1.559936766969 -12.826328247968 24.800003798054 -12.715535103016
524288 262144 .709806705928 .668628896334 .688050921082 1.737753967908 30.479403197987 1.900877999718
524288 524288 .451236996824 .732776312241 .599993043714 6.928897307330 22.600006509509 7.044521227885
