##1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff #5.Inst_tot_diff 6.Cache_active_diff 7.Cache_passive_diff #8.Cache_tot_diff
524288 1 4.971257422603 -.663622251596 .010366260607 .604269192265 25.446560165677 .611852402610
524288 2 27.109445493113 8.588466585553 10.784402956309 2.045550351836 -99.999871514236 2.044392766758
524288 4 40.698918074901 4.305825158831 8.131309928431 .336377651034 -.000156572347 .336376774159
524288 8 57.259334697113 7.876159056054 13.689940182482 -.698932706425 -.000239615566 -.698929446426
524288 16 72.280237346496 9.044416973268 16.545798191224 -.723072387640 -.000206777876 -.723067148939
524288 32 89.719750964748 12.253354598103 21.656839346451 1.350603003285 -300.000125870517 1.350220256267
524288 64 76.097170493571 13.686349820222 23.526306286002 -1.404918228412 49.999877715228 -1.404783938848
524288 128 80.003488077451 21.511275659293 33.850627727556 -1.839154398877 100.000000000000 -1.838884279071
524288 256 85.833158112034 32.730594866216 47.468273157852 -3.989562206468 24.999872923746 -3.989405664641
524288 512 84.536657321838 47.752896690113 60.650421877802 -8.498293490551 33.333241316564 -8.497448812107
524288 1024 87.079255498104 59.168354559758 70.221931407675 -8.710476117922 83.333313753111 -8.702032844021
524288 2048 89.284103110515 70.354572571306 78.483786394583 -105.930330655615 78.571415090785 -105.892783712144
524288 4096 84.923777125434 70.381608040162 76.831358110196 -197.568179349530 57.142848786177 -197.533075103370
524288 8192 85.573280309223 75.076809118560 79.873796695948 -334.553751604460 94.736840504318 -334.382288042834
524288 16384 85.706149034463 77.978490227636 81.572005856779 -482.909120020258 83.333337536759 -482.638163297493
524288 32768 86.378465587130 80.453376368915 83.234364993019 -443.403492514058 95.555555516382 -443.119720978794
524288 65536 86.496055493935 81.811668569348 84.023497581443 -650.777595665055 94.117647626440 -649.126296101990
524288 131072 86.472624335962 82.464984557670 84.356274009701 -878.179412579360 70.400002756157 -875.386259727453
524288 262144 86.342943981925 82.796938320250 84.469455882441 -712.856247959589 85.273940279431 -708.326437816389
524288 524288 86.364320273965 82.929009079023 84.549215650155 -518.216412938350 82.999997364027 -513.780543239252
