##1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff #5.Inst_tot_diff 6.Cache_active_diff 7.Cache_passive_diff #8.Cache_tot_diff
524288 1 34.319924706182 34.143433706739 34.163496454601 21.342596315643 -8.998588456372 21.335648839189
524288 2 17.902914560885 24.041419744662 23.446786878517 19.993283170697 50.000115346252 19.993978162943
524288 4 4.646900707073 19.673752672050 18.654150828490 28.571727339672 -100.000383318776 28.571391200737
524288 8 -12.872534393833 15.344322645520 13.699314087202 37.393113099191 50.000054754428 37.393171513177
524288 16 -44.163697404093 14.695412051983 12.376239479896 52.035197804831 -.000030201739 52.034823405146
524288 32 -203.925799752548 14.251581772151 10.776318241597 72.399635404575 .000033776249 72.399262549762
524288 64 2.852654201525 20.120193946739 19.269249919385 72.905202765539 -99.999812636324 72.904980045735
524288 128 1.116124230041 20.723458400943 19.473080247641 75.682566871959 75.682436645458
524288 256 2.913920228126 20.205921400022 18.911695123236 73.819665095066 66.666653451234 73.819637236902
524288 512 15.667765450842 11.009176591605 11.651077426243 4.133452135957 49.999960781090 4.134021215677
524288 1024 11.336025435379 9.778702936634 10.046310602651 -6.774869826158 -200.000116179535 -6.777587465677
524288 2048 7.966714254597 7.671939881218 7.734986399428 -11.267765047973 66.666700059549 -11.266114394025
524288 4096 4.617385490787 8.859567957034 7.635247763248 -60.593568554708 .000030659325 -60.592365662530
524288 8192 3.342735311494 8.753304344705 6.980854493048 -211.051155997323 -399.999698313839 -211.052070401999
524288 16384 2.479498661511 9.834891233699 7.181821652587 -122.528470645918 -40.000033237066 -122.527340977897
524288 32768 2.261547625745 4.120460636024 3.411586044811 -76.382440986548 -549.999898032910 -76.384481609079
524288 65536 1.852200397196 7.763304827435 5.404204790900 -42.353780655782 -260.000018111140 -42.357569247655
524288 131072 1.854736316791 4.516169160682 3.430098243406 1.062715050644 40.540534807155 1.066242730813
524288 262144 1.939204618346 3.706686180912 2.973597399644 1.492638024147 -4.651006651619 1.492002792501
524288 524288 1.852599392848 4.327261868590 3.297239779090 1.834476269085 4.705931229215 1.835063063315
