524288 1	113.416539245668	0.104504322861	40.460920177384	0.037281520787	6.551690687361	0.006036862026
524288 2	115.860219164118	0.106556679524	41.255826859046	0.037942996767	6.449361820200	0.005931480068
524288 4	115.849388379205	0.108232024609	41.147243449782	0.038441717544	6.322188864629	0.005906490404
524288 8	115.847222222222	0.111741934794	41.405919661734	0.039938614722	6.018102536998	0.005804838548
524288 16	115.940112130479	0.114143528211	41.335662525880	0.040695133677	6.533902691511	0.006432654691
524288 32	116.164118246687	0.118654987164	41.625637104995	0.042518201928	6.249872579001	0.006383886538
524288 64	116.307849133537	0.129311701079	41.348751274210	0.045971767207	6.420616717635	0.007138476689
524288 128	116.605122324159	0.151395334786	39.993762475050	0.051926269949	5.651447105788	0.007337608413
524288 256	117.239424057085	0.186353542703	43.390397082658	0.068969583233	6.391207455429	0.010158904831
524288 512	118.143476044852	0.245066038340	44.343403205919	0.091981906356	6.179099876695	0.012817360535
524288 1024	103.622961264016	0.318963126289	42.713358458961	0.131476520090	5.675670016750	0.017470350492
524288 2048	119.443934760449	0.595257123100	43.869126659857	0.218624831649	5.903855975485	0.029422275231
524288 4096	119.642711518858	0.809537833176	45.949031600408	0.310904684507	5.940366972477	0.040194272983
524288 8192	119.921890927625	1.469581931661	43.918338108883	0.538196951817	5.625358166189	0.068935910335
524288 16384	120.072120285423	2.752542778382	45.077354260090	1.033356832895	5.762518684604	0.132100433913
524288 32768	120.174439347604	5.306334084737	44.377358490566	1.959493975819	5.598466981132	0.247201787048
524288 65536	120.530326197757	10.533886217497	44.533148364486	3.892025621906	5.633469626168	0.492343544764
524288 131072	120.545234454638	20.747126859716	46.816231343284	8.057575192974	5.875373134328	1.011214688972
524288 262144	120.382517838940	41.424252515700	46.851809378186	16.121952068622	5.948267074414	2.046829736947
524288 524288	120.268985728848	83.063105495756	45.320895522388	31.300624206023	5.143864013267	3.552581046564
