524288 1	10000	0.000911712061	1411959373329	1411959382447
524288 2	10000	0.000918891789	1411959470511	1411959479700
524288 4	10000	0.000933030928	1411959568331	1411959577662
524288 8	10000	0.000964043941	1411959667499	1411959677141
524288 16	10000	0.000984916952	1411959770298	1411959780148
524288 32	10000	0.001021456387	1411959875167	1411959885383
524288 64	10000	0.001102025553	1411959984132	1411959995153
524288 128	4000	0.001266277822	1411960101561	1411960106626
524288 256	4000	0.001587214160	1411960155547	1411960161897
524288 512	4000	0.002072116376	1411960223157	1411960231446
524288 1024	2000	0.003036326080	1411960311651	1411960317725
524288 2048	2000	0.004935069660	1411960376331	1411960386202
524288 4096	2000	0.006773701245	1411960481596	1411960495145
524288 8192	300	0.012128498803	1411960626071	1411960629710
524288 16384	300	0.022853310692	1411960664843	1411960671700
524288 32768	100	0.043828869950	1411960737821	1411960742204
524288 65536	100	0.086840422650	1411960784540	1411960793225
524288 131072	40	0.172560178162	1411960877066	1411960883969
524288 262144	40	0.343570799136	1411960950654	1411960964399
524288 524288	9	0.686572222872	1411961097037	1411961103217
