




32 2 218.200000000000 255.200000000000 94.100000000000 71.400000000000 12.400000000000 24.000000000000        1


131072 131072 227.427272727272 269.790909090909 99.463636363636 79.481818181818 16.181818181818 21.281818181818 10.601329247701 9.761911139265 6.934302088497 4.432114209227 7.155392118090 3.205251372924  11

262144 1 228.100000000000 268.600000000000 94.225000000000 76.500000000000 19.450000000000 20.350000000000 0 10.200980345045 8.954468158411 5.517849822772 8.153731252214 3.278719262151  4
262144 2 233.300000000000 279.900000000000 97.200000000000 76.975000000000 22.725000000000 21.875000000000 6.004442799572 16.692712981018 11.826242006656 3.192047409839 7.792036533110 3.298863440641  4
262144 8 228.100000000000 255.700000000000 94.500000000000 68.700000000000 19.600000000000 21.400000000000        1
262144 32 218.200000000000 255.300000000000 90.600000000000 73.700000000000 26.200000000000 25.700000000000        1
262144 64 218.200000000000 269.700000000000 107.300000000000 88.500000000000 14.700000000000 17.500000000000        1
262144 128 218.200000000000 254.700000000000 94.100000000000 75.400000000000 32.000000000000 18.400000000000        1
262144 256 218.200000000000 255.100000000000 89.800000000000 74.300000000000 27.900000000000 19.200000000000 0 0 0 0 0 0  2
262144 512 218.200000000000 264.766666666666 91.066666666666 75.366666666666 17.366666666666 19.900000000000 0 16.224775293770 1.625833119767 .378593889718 6.807593799084 1.058300524425  3
262144 1024 223.150000000000 270.116666666666 95.116666666666 75.983333333333 23.616666666666 21.050000000000 5.422453319301 12.389901802139 7.732636462854 2.508718132167 5.218588570357 1.201249349635  6
262144 2048 228.100000000000 277.600000000000 90.900000000000 72.900000000000 15.000000000000 23.600000000000        1
262144 4096 218.200000000000 255.200000000000 89.400000000000 73.100000000000 22.100000000000 21.500000000000 0 0 0 0 0 0  2
262144 8192 218.200000000000 259.333333333333 95.700000000000 74.000000000000 10.266666666666 19.233333333333 0 3.579571668975 8.487048957087 2.598076211353 1.443375672973 .577350269188  3
262144 16384 222.442857142857 265.042857142857 97.442857142857 75.400000000000 15.014285714285 23.785714285714 5.291772589865 10.564698630006 7.977438424050 2.515949125081 8.895584779621 2.280664063694  7
262144 32768 231.921428571428 269.828571428571 101.385714285714 76.400000000000 16.085714285714 22.771428571428 8.570358449682 9.033563788742 5.588154662093 2.408318915758 8.432342237148 2.928225656349  14
262144 65536 233.933333333333 273.351851851851 102.562962962962 76.429629629629 18.322222222222 21.766666666666 7.131080401475 7.631179481895 4.855460696524 2.683255028851 7.416008325721 2.656486980378  27
262144 131072 227.290909090909 268.281818181818 99.990909090909 76.636363636363 16.109090909090 21.290909090909 7.093300296118 10.048364860196 7.485646871908 1.102971193886 5.763758243620 2.314931768089  11
262144 262144 231.950000000000 272.695454545454 102.050000000000 76.827272727272 21.140909090909 21.804545454545 7.424845677408 7.215029107470 5.808429834547 1.363881651820 8.385796329900 3.118985987957  22

524288 1 224.966666666666 268.855555555555 100.111111111111 80.600000000000 15.700000000000 21.511111111111 10.149999999999 10.217278393866 8.903011350723 6.097540487770 6.870953354520 2.702981892486  9
524288 2 226.987500000000 271.662500000000 98.412500000000 79.737500000000 10.862500000000 25.275000000000 8.455334326413 17.782008363190 9.649195007134 5.494656495177 8.301107929496 3.050409808533  8
524288 4 238.500000000000 290.400000000000 107.300000000000 84.200000000000 27.300000000000 22.400000000000        1
524288 8 218.200000000000 255.500000000000 92.600000000000 74.600000000000 7.300000000000 20.800000000000        1
524288 16 218.200000000000 256.700000000000 90.200000000000 74.900000000000 4.700000000000 25.500000000000        1
524288 32 228.100000000000 255.200000000000 91.500000000000 75.400000000000 25.500000000000 21.900000000000        1
524288 64 218.200000000000 255.300000000000 90.200000000000 77.600000000000 16.700000000000 20.900000000000        1
524288 128 218.200000000000 255.300000000000 90.000000000000 74.100000000000 14.200000000000 20.600000000000        1
524288 256 218.200000000000 254.866666666666 89.566666666666 76.300000000000 21.633333333333 20.600000000000 0 .057735026916 2.119748412744 .173205080756 8.927672335683 1.777638883463  3
524288 512 224.800000000000 264.300000000000 95.066666666666 78.266666666666 15.400000000000 20.500000000000 5.715767664977 7.794228634059 8.602519010925 2.886751345947 1.905255888325 .346410161513  3
524288 1024 231.142857142857 269.742857142857 96.885714285714 77.057142857142 20.228571428571 22.914285714285 7.720936286672 13.425331422706 7.856298655946 3.635866307982 13.994250520090 4.350259981283  7
524288 2048 228.100000000000 281.600000000000 87.900000000000 75.700000000000 5.500000000000 24.700000000000        1
524288 4096 218.200000000000 255.250000000000 91.250000000000 74.300000000000 12.650000000000 19.800000000000 0 .070710678118 .777817459305 1.272792206135 3.747665940288 3.252691193458  2
524288 8192 221.500000000000 262.633333333333 90.533333333333 74.666666666666 15.833333333333 18.666666666666 5.715767664977 9.757731976916 1.258305739211 2.441993720985 3.544479275342 2.454248017893  3
524288 16384 222.442857142857 266.000000000000 98.142857142857 77.942857142857 20.142857142857 22.571428571428 5.291772589865 10.629675441893 10.383457539576 2.818307496150 5.151005449701 1.902379462422  7
524288 32768 229.015384615384 270.900000000000 99.176923076923 77.253846153846 21.700000000000 21.823076923076 7.723216747125 8.150869074317 5.528133175879 3.703740313209 9.334255906784 3.070058046724  13
524288 65536 233.353571428571 273.960714285714 102.100000000000 77.650000000000 20.353571428571 20.946428571428 7.097077235806 6.933351457546 8.063957304413 5.706234407304 9.361049408679 2.080684029771  28
524288 131072 224.590909090909 266.990909090909 100.945454545454 78.081818181818 22.436363636363 20.200000000000 8.178808537367 11.023198677829 9.282172551333 5.917908107062 7.565483821577 2.278157149978  11
524288 262144 231.477272727272 272.750000000000 103.036363636363 76.495454545454 19.522727272727 21.859090909090 7.318270145469 8.372503181475 5.876956246103 4.016570116135 9.636830728694 3.276563108024  22
524288 524288 237.920930232558 274.709302325581 102.620930232558 76.904651162790 16.423255813953 23.081395348837 9.251732351025 6.290196982057 4.954293863457 4.045158981416 6.415525707193 3.078748649165  43

1048576 1 230.023529411764 279.341176470588 105.841176470588 81.852941176470 18.452941176470 21.547058823529 7.416580193371 13.802312253003 8.330295524734 5.170966743155 8.292399957721 2.683076044174  17
1048576 2 234.352941176470 282.205882352941 103.794117647058 82.605882352941 18.658823529411 20.976470588235 9.687822100907 14.107731505642 7.385075370996 3.984104445831 5.655645279666 2.044666663469  17
1048576 4 249.300000000000 291.100000000000 90.000000000000 73.800000000000 6.700000000000 23.900000000000 0 0 0 0 0 0  2
1048576 8 228.100000000000 268.500000000000 88.200000000000 73.400000000000 24.050000000000 24.300000000000 0 18.526197667087 1.272792206135 .707106781186 1.484924240491 .989949493661  2
1048576 16 228.100000000000 255.800000000000 89.800000000000 75.000000000000 23.400000000000 23.100000000000        1
1048576 32 228.100000000000 255.300000000000 93.000000000000 72.500000000000 15.100000000000 22.200000000000 0 0 0 0 0 0  2
1048576 64 228.100000000000 266.750000000000 92.400000000000 74.550000000000 12.050000000000 21.100000000000 0 16.192745289171 3.959797974644 .353553390593 3.464823227814 3.959797974644  2
1048576 128 228.100000000000 271.500000000000 98.200000000000 80.950000000000 15.200000000000 22.000000000000 0 22.910259710444 11.172287142747 9.404520189781 14.283556979968 2.262741699796  2
1048576 256 228.100000000000 268.166666666666 89.233333333333 75.133333333333 25.000000000000 21.200000000000 0 22.285720390719 1.443375672973 2.136195996001 8.140638795573 0  3
1048576 512 228.100000000000 272.620000000000 96.640000000000 77.920000000000 21.400000000000 23.040000000000 0 17.060685800987 8.542716195683 4.392265930018 11.722627691776 2.903101789465  5
1048576 1024 232.557142857142 273.185714285714 96.628571428571 78.000000000000 17.800000000000 23.485714285714 5.559033831778 16.668376102811 8.153059606821 3.686913795213 6.228964600958 1.692560753639  7
1048576 2048 243.900000000000 283.200000000000 93.150000000000 74.200000000000 20.750000000000 21.250000000000 7.636753236814 0 .070710678118 .565685424949 1.484924240491 .494974746830  2
1048576 4096 218.200000000000 264.350000000000 90.750000000000 73.950000000000 21.550000000000 22.450000000000 0 12.657211383239 .777817459305 .212132034355 8.697413408594 3.889087296526  2
1048576 8192 218.200000000000 275.175000000000 90.600000000000 75.200000000000 18.750000000000 19.975000000000 0 8.050000000000 .770281333885 .461880215351 3.128897569432 1.184271928232  4
1048576 16384 225.271428571428 266.957142857142 96.800000000000 76.000000000000 18.300000000000 21.442857142857 4.830705361095 10.968569816048 6.742403132415 1.148912529307 2.680174123696 2.008197486019  7
1048576 32768 231.921428571428 271.985714285714 100.564285714285 76.435714285714 18.857142857142 22.221428571428 8.570358449682 8.935569125936 6.397428226411 1.690519784816 3.313774117392 2.759927137117  14
1048576 65536 239.788888888888 274.322222222222 101.718518518518 77.337037037037 16.766666666666 22.551851851851 7.975603827313 6.758489438267 4.954720906293 1.611293829897 5.821908225368 3.002098031809  27
1048576 131072 229.125000000000 269.083333333333 99.716666666666 76.366666666666 18.250000000000 22.191666666666 9.279412696932 10.181429916839 8.919930017390 1.643905180484 7.428018211168 3.944952663233  12
1048576 262144 234.859090909090 272.986363636363 102.313636363636 77.627272727272 17.327272727272 20.968181818181 9.904672254422 7.781497924995 4.799830895289 1.486825258948 6.718501945989 2.689554107784  22
1048576 524288 241.281818181818 274.875000000000 103.884090909090 76.627272727272 15.352272727272 22.531818181818 8.304867519973 6.031434130819 3.943315992258 2.202996229911 7.370351941246 3.428388510674  44
1048576 1048576 237.044318181818 276.029545454545 103.754545454545 77.194318181818 18.851136363636 21.854545454545 7.546116576878 3.637769908330 4.227602485986 2.279158846377 8.716914384974 3.585953089644  88


