524288 1	7000	0.000919889015	1410996911136	1410996917576
524288 2	7000	0.000918816149	1410996980469	1410996986901
524288 4	7000	0.000918636400	1410997049766	1410997056197
524288 8	7000	0.000918709016	1410997118992	1410997125423
524288 16	7000	0.000916099616	1410997188190	1410997194603
524288 32	7000	0.000915158191	1410997257149	1410997263555
524288 64	7000	0.000922696390	1410997326371	1410997332830
524288 128	7000	0.000952168600	1410997395812	1410997402478
524288 256	7000	0.000987165644	1410997467595	1410997474506
524288 512	7000	0.001050879421	1410997542061	1410997549417
524288 1024	7000	0.001181405093	1410997621426	1410997629697
524288 2048	1000	0.001421628943	1410997710552	1410997711973
524288 4096	1000	0.001947759191	1410997725917	1410997727865
524288 8192	1000	0.002888925997	1410997746915	1410997749804
524288 16384	1000	0.004660935110	1410997778023	1410997782684
524288 32768	1000	0.008573297813	1410997828196	1410997836770
524288 65536	500	0.015252188144	1410997920820	1410997928447
524288 131072	90	0.030135460075	1410998002843	1410998005555
524288 262144	90	0.058989635943	1410998032107	1410998037416
524288 524288	90	0.116303320053	1410998089182	1410998099651
