524288 1	10000	0.001148147787	1411133959637	1411133971120
524288 2	10000	0.001159060225	1411134081581	1411134093172
524288 4	10000	0.001179146468	1411134204845	1411134216637
524288 8	10000	0.001221048742	1411134330155	1411134342367
524288 16	10000	0.001239611637	1411134460214	1411134472611
524288 32	10000	0.001278364261	1411134592022	1411134604806
524288 64	10000	0.001369037052	1411134727759	1411134741450
524288 128	2000	0.001549801720	1411134872905	1411134876005
524288 256	2000	0.001909464427	1411134905782	1411134909601
524288 512	2000	0.002427622222	1411134946279	1411134951135
524288 1024	2000	0.003467747240	1411134997955	1411135004891
524288 2048	2000	0.005552491813	1411135071548	1411135082654
524288 4096	2000	0.007600468474	1411135189073	1411135204275
524288 8192	200	0.013511442290	1411135350093	1411135352795
524288 16384	200	0.025318577030	1411135378881	1411135383945
524288 32768	200	0.048524994934	1411135432744	1411135442450
524288 65536	200	0.095826679840	1411135536253	1411135555420
524288 131072	200	0.191790306039	1411135714066	1411135752427
524288 262144	200	0.380947314632	1411135910651	1411135986846
524288 524288	200	0.758645606914	1411136145435	1411136297175
