524288 1	10000	0.000913100676	1411136460116	1411136469248
524288 2	10000	0.000921346065	1411136557909	1411136567123
524288 4	10000	0.000935939080	1411136656637	1411136665997
524288 8	10000	0.000966606806	1411136756833	1411136766500
524288 16	10000	0.000985163771	1411136860400	1411136870252
524288 32	10000	0.001020953989	1411136965841	1411136976051
524288 64	10000	0.001102605847	1411137075293	1411137086320
524288 128	2000	0.001264837671	1411137193298	1411137195828
524288 256	2000	0.001584598991	1411137220428	1411137223598
524288 512	2000	0.002069414999	1411137254400	1411137258539
524288 1024	2000	0.003027594235	1411137298803	1411137304859
524288 2048	2000	0.004933666525	1411137363599	1411137373467
524288 4096	2000	0.006808276212	1411137469103	1411137482721
524288 8192	200	0.012179025243	1411137614096	1411137616532
524288 16384	200	0.022921696014	1411137640108	1411137644693
524288 32768	200	0.044283424276	1411137689142	1411137697999
524288 65536	200	0.087369639148	1411137783650	1411137801126
524288 131072	200	0.173500355989	1411137958865	1411137993568
524288 262144	200	0.345834636974	1411138151403	1411138220576
524288 524288	200	0.690193890628	1411138378367	1411138516417
