# 1     2     3     4     5     6     7     8     9     10     11     12     13     14     15     16     17     18     19
# message_size fragment iterations                timer   core_power  core_energy   dram_power  dram_energy    tot_power   tot_energy      totinst    cachemiss     floatinst        bw  bytesperfrag  fragperbyte  byteperwatt Normalized watt Normalized Energy        BW/Watt              0 Ratio BW / Watts
  8192      1     80   0.0004380334037500 17.5175306000 0.0076732636 7.7346233000 0.0033880234 25.2521539000 0.0110612869 627275.472718 0.0125000000 3.0999999947 18701770.0702009532  8192.000000 0.0001220703 324.4079706008 1.000000000000 1.000000000000 740600.985732189400 1.000000000000 1.000000000000 
  8192      2     80   0.0006531364375000 17.4820316000 0.0114181518 7.7536653200 0.0050642013 25.2356969200 0.0164823532 928391.214104 0.0000000000 4.1124999981 12542555.4748658468  4096.000000 0.0002441406 324.6195270917 0.999348294008 1.490093629806 497016.409518118700 0.670661409470 0.671098768558 
  8192      4     80   0.0010623345750000 17.7456828000 0.0188518524 7.7919918400 0.0082777023 25.5376746400 0.0271295547 1481255.708162 0.0000000000 6.1500000014 7711318.2539502679  2048.000000 0.0004882812 320.7809683333 1.011306787576 2.452658078533 301958.512772025300 0.412330930441 0.407720916646 
  8192      8     80   0.0013413965375000 17.7443317000 0.0238021851 7.7579551400 0.0104064942 25.5022868400 0.0342086793 1825768.951874 0.0000000000 10.4125000244 6107068.0973037773  1024.000000 0.0009765625 321.2260944046 1.009905410088 3.092649119217 239471.390766608400 0.326550271679 0.323347383247 
  8192     16     80   0.0023872418125000 17.7973476000 0.0424865723 7.7451923100 0.0184896469 25.5425399100 0.0609762193 3234818.267515 0.0999999999 18.5999999980 3431575.2837041094   512.000000 0.0019531250 320.7198668912 1.011499455101 5.512579113529 134347.457057731100 0.183489331267 0.181403292252 
  8192     32     80   0.0044720721250000 17.7288864000 0.0792848587 7.6946969200 0.0344112396 25.4235833200 0.1136960983 6043676.511312 0.0125000000 34.7750000101 1831813.0323088203   256.000000 0.0039062500 322.2205106530 1.006788704863 10.278740534946 72051.724937915600 0.097948644723 0.097288183955 
  8192     64     80   0.0086306876125000 17.8279795000 0.1538677218 7.7395941600 0.0667980194 25.5675736600 0.2206657413 11637530.971068 0.0999999997 66.9499999825 949171.1863299698   128.000000 0.0078125000 320.4058433130 1.012490806180 19.949373230124 37124.022754452000 0.050753013365 0.050126888121 
  8192    128     25   0.0169457234000000 17.8432237000 0.3023663334 7.7292890100 0.1309783936 25.5725127100 0.4333447270 22815237.507528 0.2800000001 131.2000001537 483425.8064190992    64.000000 0.0156250000 320.3439604429 1.012686395436 39.176700683323 18904.118336015400 0.025849200616 0.025525375607 
  8192    256     25   0.0336226150400000 17.8231849000 0.5992620847 7.7505715100 0.2605944822 25.5737564100 0.8598565669 45281522.423779 1.0799999997 259.2399998810 243645.5341220240    32.000000 0.0312500000 320.3283815121 1.012735646680 77.735671513008 9527.170362299700 0.013027939772 0.012864107049 
  8192    512     25   0.0669583840000000 17.8921550000 1.1980297851 7.7138777500 0.5165087885 25.6060327500 1.7145385736 90070040.464584 42.4799999854 515.2799997208 122344.6491779132    16.000000 0.0625000000 319.9246083913 1.014013808540 155.003534872733 4777.961911257500 0.006541875379 0.006451465772 
  8192   1024     25   0.1337305848000000 17.8535883000 2.3875708041 7.7368442800 1.0346527101 25.5904325800 3.4222235142 180064358.258158 1.8399999989 1027.1999995287 61257.4902910317     8.000000 0.1250000000 320.1196374617 1.013396032724 309.387464357742 2393.765330051700 0.003275491574 0.003232193010 
  8192   2048     25   0.2678863852000000 17.9274855000 4.8025292863 7.7282477700 2.0702923590 25.6557332700 6.8728216454 361311920.091467 85.2399998447 2051.3199996292 30580.1281908521     4.000000 0.2500000000 319.3048475281 1.015981978075 621.340147132813 1191.941304854800 0.001635146196 0.001609424410 
  8192   4096     25   0.5343813480000000 17.8393748000 9.5330291531 7.7339004900 4.1328521691 25.5732752900 13.6658813222 720783084.858021 111.4800001822 4099.2000007284 15329.8763713586     2.000000 0.5000000000 320.3344079748 1.012716594048 1235.469382098889 599.449081023700 0.000819701895 0.000809408969 
  8192   8192     25   1.0672878760000000 17.8523123000 19.0535564764 7.7300282300 8.2501654110 25.5823405300 27.3037218874 1438206690.024905 201.3600005365 8195.2400019693 7675.5298961158     1.000000 1.0000000000 320.2208957539 1.013075582831 2468.403728509010 300.032355800800 0.000410417295 0.000405120113 

 16384      1     80   0.0005180004825000 17.5984046000 0.0091159821 7.7177586900 0.0039978027 25.3161632900 0.0131137848 738102.938278 0.0000000000 3.0875000008 31629314.1676755098 16384.000000 0.0000610351 647.1754749058 1.000000000000 1.000000000000 1249372.339929930500 1.000000000000 1.000000000000 
 16384      2     80   0.0008819748762500 17.6503977000 0.0155672073 7.6328557400 0.0067319870 25.2832534400 0.0222991943 1248985.039976 0.0125000000 4.0874999958 18576492.8697990222  8192.000000 0.0001220703 648.0178683839 0.998700045910 1.700439245059 734735.065401417800 0.587318864118 0.588083345468 
 16384      4     80   0.0013012617500000 17.8060105000 0.0231702804 7.7924656700 0.0101400375 25.5984761700 0.0333103179 1842527.729881 0.0125000000 6.0499999767 12590856.5282887935  4096.000000 0.0002441406 640.0380980177 1.011151487560 2.540099476099 491859.610887486400 0.398075546676 0.393685369179 
 16384      8     80   0.0019156662250000 17.8410982000 0.0341775892 7.7816655800 0.0149070739 25.6227637800 0.0490846632 2681449.220001 0.0250000000 10.0874999781 8552638.1298495775  2048.000000 0.0004882812 639.4314110950 1.012110859235 3.742982206573 333790.616940604500 0.270402263056 0.267166645421 
 16384     16     80   0.0026811901250000 17.8935172000 0.0479759216 7.6971461400 0.0206375122 25.5906633400 0.0686134338 3668782.323209 0.0375000000 18.5250000014 6110719.2090676523  1024.000000 0.0009765625 640.2335016611 1.010842877210 5.232161034336 238787.057915617600 0.193197967451 0.191125615866 
 16384     32     80   0.0047670879375000 17.8593678000 0.0851371768 7.7579684500 0.0369829178 25.6173362500 0.1221200946 6472863.932762 0.1249999999 34.9250000396 3436899.0492321917   512.000000 0.0019531250 639.5668870529 1.011896469324 9.312345482066 134163.014284211200 0.108661826526 0.107384332113 
 16384     64     80   0.0087981914125000 17.8961688000 0.1574539187 7.7408097000 0.0681051254 25.6369785000 0.2255590441 11861908.008027 0.3375000004 66.9875000594 1862200.9037814849   256.000000 0.0039062500 639.0768709346 1.012672347161 17.200148357911 72637.300209987100 0.058875791422 0.058139033407 
 16384    128     25   0.0172754002000000 17.9074943000 0.3093591306 7.7322243800 0.1335772706 25.6397186800 0.4429364012 23272833.513373 0.0000000000 131.1200000553 948400.6049249151   128.000000 0.0078125000 639.0085712126 1.012780585521 33.776396974054 36989.509002089900 0.029984861508 0.029606473442 
 16384    256     25   0.0339055884800000 17.8922702000 0.6066479504 7.7415284800 0.2624810788 25.6337986800 0.8691290292 45680448.054235 0.8799999990 259.2399999081 483224.1743765775    64.000000 0.0156250000 639.1561471060 1.012546742820 66.275986873882 18851.055998719300 0.015277731657 0.015088421117 
 16384    512     25   0.0672786860000000 17.9184321000 1.2055285669 7.7002959800 0.5180657953 25.6187280800 1.7235943622 90674824.163386 1.5999999996 515.2399997073 243524.3756098328    32.000000 0.0312500000 639.5321402700 1.011951447244 131.433784265685 9505.716866558500 0.007699325199 0.007608393880 
 16384   1024     25   0.1339047740000000 17.9553194000 2.4043029864 7.7429474500 1.0368176284 25.6982668500 3.4411206147 180546933.460673 1.5600000038 1027.2400010486 122355.6077246357    16.000000 0.0625000000 637.5527227432 1.015093264947 262.404840968020 4761.239675765700 0.003868424306 0.003810905302 
 16384   2048     25   0.2674512464000000 17.8661656000 4.7783282581 7.7247646100 2.0659979231 25.5909302100 6.8443261812 360230249.595933 4.1200000105 2051.2799980918 61259.7631177089     8.000000 0.1250000000 640.2268251115 1.010853418697 521.918445816008 2393.807595699300 0.001936803396 0.001916008157 
 16384   4096     25   0.5354827400000000 17.9069756000 9.5888763594 7.7279780400 4.1381988555 25.6349536400 13.7270752149 723690475.785675 14.4800000175 4099.2800021048 30596.6911277102     4.000000 0.2500000000 639.1273504951 1.012592364267 1046.766850687200 1193.553597068600 0.000967352341 0.000955322571 
 16384   8192     25   1.0686519400000000 17.9017961000 19.1307891317 7.7332587600 8.2641619764 25.6350548600 27.3949511081 1442950113.912641 29.1599999592 8195.2399855225 15331.4651728419     2.000000 0.5000000000 639.1248269011 1.012596362503 2089.019419448848 598.066407759600 0.000484723288 0.000478693491 
 16384  16384     25   2.1347112920000000 17.8853800000 38.1801226477 7.7297592900 16.5008044408 25.6151392900 54.6809270885 2882358848.716472 56.9199999540 16387.3600122920 7675.0425509062     1.000000 1.0000000000 639.6217414439 1.011809688402 4169.728871222988 299.629155399600 0.000242655990 0.000239823746 

 32768      1     80   0.0006268184612500 17.5934644000 0.0110279083 7.7709691600 0.0048709869 25.3644335600 0.0158988952 889361.799981 0.0125000000 3.0874999999 52276698.9578675240 32768.000000 0.0000305175 1291.8877105016 1.000000000000 1.000000000000 2061023.709999519600 1.000000000000 1.000000000000 
 32768      2     80   0.0010455815237500 17.4800208000 0.0182767868 7.7402582100 0.0080930710 25.2202790100 0.0263698578 1489913.290985 0.0000000000 4.0874999959 31339497.9307561621 16384.000000 0.0000610351 1299.2719068257 0.994316665907 1.658596864801 1242630.897078095400 0.599492671792 0.602919263396 
 32768      4     80   0.0017660700500000 17.5786633000 0.0310451508 7.7889313400 0.0137557984 25.3675946400 0.0448009491 2520866.596066 0.0000000000 6.1250000118 18554190.4184378190  8192.000000 0.0001220703 1291.7267271501 1.000124626477 2.817865551640 731413.075687566200 0.354922762689 0.354878535427 
 32768      8     80   0.0025995324625000 17.6550262000 0.0458948137 7.7255643300 0.0200828553 25.3805905300 0.0659776690 3698442.672601 0.0250000001 10.1500000313 12605343.6426358918  4096.000000 0.0002441406 1291.0653107644 1.000636993132 4.149827274774 496652.890236588600 0.241127383593 0.240973884883 
 32768     16     80   0.0038346538750000 17.6615037000 0.0677257536 7.7485136000 0.0297128677 25.4100173000 0.0974386213 5374472.713181 0.0874999999 18.0624999888 8545230.1741314266  2048.000000 0.0004882812 1289.5701570419 1.001797151901 6.128641014883 336293.756641064000 0.163461548729 0.163168310489 
 32768     32     80   0.0053503126125000 17.7299621000 0.0948608398 7.6964328700 0.0411783219 25.4263949700 0.1360391617 7337085.927338 0.0375000000 34.9375000017 6124501.9446982828  1024.000000 0.0009765625 1288.7395180741 1.002442846194 8.556516654933 240871.816548293100 0.117155483547 0.116869988141 
 32768     64     80   0.0095162674750000 17.7720371000 0.1691234586 7.7309385600 0.0735696792 25.5029756600 0.2426931378 12939728.331151 0.2124999999 67.0374999154 3443366.8542928381   512.000000 0.0019531250 1284.8696731258 1.005462061657 15.264780006019 135018.238663559800 0.065868100376 0.065510279191 
 32768    128     25   0.0178269115200000 17.7722507000 0.3168243407 7.7556837300 0.1382598876 25.5279344300 0.4550842284 24116282.984232 0.5199999991 131.2399999958 1838119.8539768149   256.000000 0.0039062500 1283.6134505850 1.006446068255 28.623638449751 72004.253184569700 0.035161360426 0.034936159556 
 32768    256     25   0.0345131816400000 17.7814159000 0.6136932368 7.7229147200 0.2665423585 25.5043306200 0.8802355953 46562919.568577 0.6399999983 259.2399998424 949434.3448771650   128.000000 0.0078125000 1284.8014122865 1.005515481340 55.364576180660 37226.397313585500 0.018161711887 0.018062090762 
 32768    512     25   0.0677920624000000 17.8145208000 1.2076831057 7.7431891100 0.5249267593 25.5577099100 1.7326098650 91552460.319497 1.6800000038 515.2400016899 483360.4236238725    64.000000 0.0156250000 1282.1180033496 1.007619975015 108.976745971219 18912.509192959700 0.009246192534 0.009176269589 
 32768   1024     25   0.1344216880000000 17.8187590000 2.3952276628 7.7480710400 1.0415087879 25.5668300400 3.4367364508 181235726.493968 3.6799999925 1027.2399983472 243770.1868466344    32.000000 0.0312500000 1281.6606497064 1.007979538731 216.161966250286 9534.626954739700 0.004663075360 0.004626160731 
 32768   2048     25   0.2678363976000000 17.8403508000 4.7782952902 7.7228764500 2.0684674075 25.5632272500 6.8467626977 361064641.788758 3.8400000015 2051.2399989690 122343.3420312699    16.000000 0.0625000000 1281.8412823834 1.007837497712 430.643928730423 4785.911451429500 0.002340303509 0.002322104024 
 32768   4096     25   0.5348725520000000 17.8287830000 9.5361266623 7.7329406200 4.1361376839 25.5617236200 13.6722643461 720846299.523235 7.5199999945 4099.2799907363 61263.1922828599     8.000000 0.1250000000 1281.9166847716 1.007778216672 859.950591637950 2396.676890557000 0.001171902463 0.001162857505 
 32768   8192     25   1.0700432760000000 17.8247796000 19.0732855572 7.7306432300 8.2721228074 25.5554228300 27.3454083646 1445200031.248722 20.8000000531 8195.3200018633 30623.0605200307     4.000000 0.2500000000 1282.2327463716 1.007529806236 1719.956512421126 1198.299896023700 0.000585787953 0.000581410047 
 32768  16384     25   2.1353205480000000 345553355.0000000000 737867179.3618385400 7.7298325000 16.5056701698 345553362.7298325000 737867195.8675087098 2883165151.418204 33.9999999459 16387.2800125682 15345.7053699461     2.000000 0.5000000000 0.0000948276 13623539.509069663608 46409966598.931907296181 0.000044409000 0.000293547711 0.000000000021 
 32768  32768      1   7.7078846300000000 17.6434884000 135.9939730579 7.7741229600 59.9220428751 25.4176113600 195.9160159331 11190078906.606645 8492.9999693983 65541.9999924551 8502.4624972883     1.000000 1.0000000000 2578.3697402476 0.000000000000 0.000000000000 334.510681466600 0.000000000000 0.000000000000 

 65536      1     80   0.0009037305112500 17.3206820000 0.0156532288 6.1665409900 0.0055728912 23.4872229900 0.0212261200 1412097.522602 0.3125000002 2.6999999972 72517193.1058889542 65536.000000 0.0000152587 2790.2830414605 1.000000000000 1.000000000000 3087516.695216123300 1.000000000000 1.000000000000 
 65536      2     80   0.0012687305750000 17.4930037000 0.0221939086 7.6855863600 0.0097509384 25.1785900600 0.0319448470 1978999.546871 0.0249999999 4.3624999878 51654781.0002923591 32768.000000 0.0000305175 2602.8463009179 1.072012220036 1.504978158204 2051535.883351697000 0.712310816069 0.664461470453 
 65536      4     80   0.0020911979625000 17.2735980000 0.0361225129 7.6871369200 0.0160753251 24.9607349200 0.0521978380 3259296.999164 0.0625000001 6.3125000191 31338974.6811213240 16384.000000 0.0000610351 2625.5637187785 1.062736745447 2.459132328818 1255530.928138285900 0.432159234781 0.406647494435 
 65536      8     80   0.0035170314875000 17.4472300000 0.0613624573 7.7592113300 0.0272893906 25.2064413300 0.0886518478 5485062.213189 0.0000000000 10.7249999930 18633896.2937703866  8192.000000 0.0001220703 2599.9703465479 1.073198025187 4.176545109322 739251.370307193800 0.256958322512 0.239432347508 
 65536     16     80   0.0051789600875000 17.5006386000 0.0906351088 7.7462006100 0.0401172638 25.2468392100 0.1307523726 8008793.027641 0.1875000001 18.9375000145 12654277.8651989370  4096.000000 0.0002441406 2595.8100915080 1.074918019075 6.159975179357 501222.262317364200 0.174500381540 0.162338316451 
 65536     32     80   0.0069227132000000 17.4914119000 0.1210880280 7.7169403700 0.0534221650 25.2083522700 0.1745101930 10527658.917289 0.2750000004 35.0375000109 9466808.4761910980  2048.000000 0.0004882812 2599.7732536447 1.073279386019 8.221483374070 375542.533474406100 0.130545710206 0.121632551511 
 65536     64     80   0.0105164843125000 17.5695428000 0.1847698212 7.7236807400 0.0812259673 25.2932235400 0.2659957886 15726256.623543 0.2249999999 67.0749999278 6231740.3851497448  1024.000000 0.0009765625 2591.0497290453 1.076892894096 12.531531342621 246379.840643662900 0.085934660709 0.079798707169 
 65536    128      8   0.0166352167500000 17.7513540000 0.2952976214 7.7103578000 0.1282634732 25.4617118000 0.4235610946 24278141.489901 0.3749999991 131.7499997269 3939593.9941690269   512.000000 0.0019531250 2573.9039273863 1.084066507600 19.954711167606 154726.203215018200 0.054326344214 0.050113479046 
 65536    256      8   0.0301220485000000 17.6629874000 0.5320453631 7.7063801900 0.2321319578 25.3693675900 0.7641773210 43582550.354213 0.7499999996 259.8749997851 2175682.0423418413   256.000000 0.0039062500 2583.2729084595 1.080134829085 36.001743111732 85760.200155696500 0.030002292548 0.027776432849 
 65536    512      8   0.0676970670000000 17.6180720000 1.1926918006 7.7555817300 0.5250301360 25.3736537300 1.7177219366 99679567.404561 2.4999999957 515.7500000090 968077.3910042513   128.000000 0.0078125000 2582.8365397181 1.080317317241 80.924913894269 38152.857341931200 0.013349625785 0.012357133938 
 65536   1024      8   0.1328541350000000 17.6521093000 2.3451557120 7.7415988500 1.0285034187 25.3937081500 3.3736591307 195291064.066493 6.9999999975 1027.7500002771 493292.8884750181    64.000000 0.0156250000 2580.7967711088 1.081171161052 158.939039459803 19425.791836353600 0.006802426670 0.006291720418 
 65536   2048      8   0.2638910500000000 17.6663697000 4.6619968498 7.7126788900 2.0353069306 25.3790485900 6.6973037804 387666051.560484 9.1250000033 2051.7500003928 248344.9135542868    32.000000 0.0312500000 2582.2875025276 1.080547010636 315.521808394912 9785.430398369600 0.003424634944 0.003169353031 
 65536   4096      8   0.5252586137500000 17.6627972000 9.2775363722 7.7298152700 4.0601520533 25.3926124700 13.3376884255 771243699.007833 19.8749999998 4099.7499975130 124769.0152706229    16.000000 0.0625000000 2580.9081313483 1.081124511008 628.362055805517 4913.595063053500 0.001720543914 0.001591439188 
 65536   8192      8   1.0474509700000000 17.6874524000 18.5267391732 7.7378428400 8.1050109885 25.4252952400 26.6317501617 1538086902.759667 35.8750000587 8195.7500005496 62567.1290370755     8.000000 0.1250000000 2577.5905208328 1.082516023747 1254.668781234664 2460.822124049200 0.000862790275 0.000797023098 
 65536  16384      8   2.0964470375000000 17.7345534000 37.1795519368 7.7273153100 16.1999072895 25.4618687100 53.3794592263 3082367630.397582 69.1249999434 16388.1249837430 31260.5082922348     4.000000 0.2500000000 2573.8880655786 1.084073188253 2514.800591168068 1227.738177754300 0.000431077196 0.000397645842 
 65536  32768      8   4.1871745125000000 17.6737247000 74.0029696048 7.7238328000 32.3410358390 25.3975575000 106.3440054438 6158287332.976826 132.8749999978 32772.2499962976 15651.6046332329     2.000000 0.5000000000 2580.4056157762 1.081335052288 5010.053897762218 616.264167655900 0.000215833017 0.000199598650 
 65536  65536      1   7.7078846300000000 17.6434884000 135.9939730579 7.7741229600 59.9220428751 25.4176113600 195.9160159331 11190078906.606645 8492.9999693983 65541.9999924551 8502.4624972883     1.000000 1.0000000000 2578.3697402476 0.000000000000 0.000000000000 334.510681466600 0.000000000000 0.000000000000 

131072      1     80   0.0013959588500000 17.6143920000 0.0245889664 7.7263560100 0.0107856751 25.3407480100 0.0353746415 2187037.548665 0.0125000000 3.4874999984 93893885.1958279429 131072.000000 0.0000076293 5172.3808605916 1.000000000000 1.000000000000 3705253.102977678900 1.000000000000 1.000000000000 
131072      2     80   0.0017983099750000 17.5015210000 0.0314731598 7.7344610300 0.0139089584 25.2359820300 0.0453821182 2812250.818458 0.0000000000 4.4375000014 72886210.8436005311 65536.000000 0.0000152587 5193.8537539052 0.995865710832 1.282899737015 2888186.033614818300 0.776261528549 0.779484141391 
131072      4     80   0.0025290853125000 17.5161701000 0.0442998885 7.7751435900 0.0196640015 25.2913136900 0.0639638900 3947337.503935 0.0749999999 6.7875000064 51825851.5646652390 32768.000000 0.0000305175 5182.4907795052 0.998049216227 1.808184828595 2049156.172743877700 0.551961945728 0.553040808763 
131072      8     80   0.0041878727375000 17.4624258000 0.0731304169 7.7232204700 0.0323438645 25.1856462700 0.1054742814 6526525.062578 0.0999999998 10.9499999821 31297990.2245656527 16384.000000 0.0000610351 5204.2341337941 0.993879354313 2.981635348558 1242691.566817024600 0.333333636788 0.335386418222 
131072     16     80   0.0070891692750000 17.5022300000 0.1240762712 7.7271469400 0.0547790527 25.2293769400 0.1788553238 11027320.203906 0.1500000000 19.0249999824 18489049.2687522967  8192.000000 0.0001220703 5195.2135128708 0.995605059883 5.056032132010 732838.124093297400 0.196914306295 0.197783553167 
131072     32     80   0.0103626211250000 17.5368556000 0.1817277903 7.7241517000 0.0800424576 25.2610073000 0.2617702479 16018640.770581 0.2499999994 35.0749999867 12648537.3168557293  4096.000000 0.0002441406 5188.7083695193 0.996853261396 7.399940668075 500713.893418483300 0.134710980278 0.135136218633 
131072     64     80   0.0138635250000000 17.5550602000 0.2433750160 7.7492270400 0.1074316028 25.3042872400 0.3508066188 21092064.811487 0.1250000004 67.0750001965 9454449.7160714897  2048.000000 0.0004882812 5179.8337078946 0.998561180199 9.916895391094 373630.350714888900 0.100692922615 0.100838010340 
131072    128      8   0.0210305322500000 17.6283347000 0.3707332614 7.7247932000 0.1624565125 25.3531279000 0.5331897739 31453045.946481 0.7499999999 131.7499999923 6232462.3286697843  1024.000000 0.0009765625 5169.8551956581 1.000488536881 15.072655215184 245826.169979988300 0.066377723274 0.066345311142 
131072    256      8   0.0374330787500000 17.6529119000 0.6608028413 7.7686345500 0.2908039089 25.4215464500 0.9516067502 55560941.036608 1.9999999972 259.7499998596 3501501.9970805901   512.000000 0.0019531250 5155.9412507731 1.003188478886 26.900816833715 137737.568560884700 0.037292119606 0.037173592391 
131072    512      8   0.0635126238750000 17.7065874000 1.1245918256 7.7135565900 0.4899082184 25.4201439900 1.6145000441 92973971.296527 1.8749999995 515.8749996749 2063715.7151303410   256.000000 0.0039062500 5156.2257102698 1.003133134821 45.640039810976 81184.265358299400 0.021979234439 0.021910585620 
131072   1024      8   0.1347024437500000 17.7381196000 2.3893680576 7.7220447400 1.0401782972 25.4601643400 3.4295463549 198301320.265556 3.8749999897 1027.7499978046 973048.4195465830   128.000000 0.0078125000 5148.1207367571 1.004712423246 96.949289498939 38218.465778629800 0.010363277837 0.010314670742 
131072   2048      8   0.2663082925000000 17.7286295000 4.7212810505 7.7218141300 2.0563831360 25.4504436300 6.7776641865 391879283.490233 5.7499999981 2051.8750026102 492181.4441809017    64.000000 0.0156250000 5150.0870438854 1.004328823283 191.596689284279 19338.815909705200 0.005241890280 0.005219296866 
131072   4096      8   0.5283614562500000 17.6759968000 9.3393154099 7.7300220000 4.0842456808 25.4060188000 13.4235610907 777113797.373459 14.9999999866 4099.7499985910 248072.5996371352    32.000000 0.0312500000 5159.0924588310 1.002575724677 379.468470644098 9764.324020618800 0.002642052771 0.002635265053 
131072   8192      8   1.0518716700000000 17.7188267000 18.6379318314 7.7364971000 8.1378021245 25.4553238000 26.7757339559 1546430793.688185 24.3750000144 8195.8750022246 124608.3564547374    16.000000 0.0625000000 5149.0996944222 1.004521405206 756.918879124385 4895.178605221100 0.001327118972 0.001321145537 
131072  16384      8   2.0985898750000000 17.7540095000 37.2583845774 7.7346695700 16.2318992461 25.4886790700 53.4902838234 3083109359.672072 79.4999998762 16388.2499838682 62457.1773462883     8.000000 0.1250000000 5142.3614240673 1.005837675349 1512.108155181182 2450.388942273500 0.000665188976 0.000661328355 
131072  32768      8   4.1994511500000000 17.7705027000 74.6263579996 7.7261408200 32.4455509516 25.4966435200 107.0719089512 6176437938.425559 131.8749999511 32772.6250364506 31211.6977476925     4.000000 0.2500000000 5140.7550918294 1.006151969544 3026.798422875925 1224.149277657200 0.000332414594 0.000330382093 
131072  65536      1   7.6152194800000000 17.6745885000 134.5958706462 7.8174825100 59.5318450947 25.4920710100 194.1277157409 11042168462.288357 8429.0000340074 65542.0000434756 17211.8479768359     2.000000 0.5000000000 5141.6771885102 0.000000000000 0.000000000000 675.184372822500 0.000000000000 0.000000000000 
131072 131072      1  15.3123159000000000 17.7131993000 271.2301032813 7.7786181300 119.1086580720 25.4918174300 390.3387613533 22222260749.846367 16737.0001085193 131078.0001896067 8559.9069961716     1.000000 1.0000000000 5141.7283353735 0.000000000000 0.000000000000 335.790377429000 0.000000000000 0.000000000000 

262144      1     80   0.0024573958375000 17.5374073000 0.0430963517 7.6622393100 0.0188291550 25.1996466100 0.0619255067 3863331.710853 0.0250000000 3.2499999905 106675528.6224822540 262144.000000 0.0000038146 10402.6855636925 1.000000000000 1.000000000000 4233215.261842207700 1.000000000000 1.000000000000 
262144      2     80   0.0028403763625000 17.5728143000 0.0499134064 7.7617460200 0.0220462799 25.3345603200 0.0719596863 4453590.755381 0.0750000001 4.7625000052 92291994.6317501436 131072.000000 0.0000076293 10347.2883163894 1.005353793729 1.162036293901 3642928.610799358100 0.865165570993 0.860558319259 
262144      4     80   0.0035447999375000 17.5579064000 0.0622392655 7.7348562900 0.0274185181 25.2927626900 0.0896577836 5517606.446845 0.0625000001 6.8250000206 73951705.2081870840 65536.000000 0.0000152587 10364.3877583860 1.003695134358 1.447832862434 2923828.690229453300 0.693239641397 0.690687458438 
262144      8     80   0.0050684633125000 17.4988132000 0.0886920927 7.7026810300 0.0390407562 25.2014942300 0.1277328489 7900780.571446 0.0375000000 10.9374999846 51720607.1815677170 32768.000000 0.0000305175 10401.9229021722 1.000073319282 2.062685567884 2052283.357071709500 0.484840411380 0.484804865835 
262144     16     80   0.0083697167750000 17.5156362000 0.1466009141 7.7192122400 0.0646076202 25.2348484400 0.2112085343 13049713.294693 0.1250000001 19.0499999937 31320534.1407744349 16384.000000 0.0000610351 10388.1741403476 1.001396917605 3.410687220924 1241161.967556260600 0.293605614569 0.293196043853 
262144     32     80   0.0141340397500000 17.5148873000 0.2475561133 7.7533220200 0.1095857616 25.2682093200 0.3571418749 22017838.786137 0.2999999986 35.0499998218 18546997.5064984517  8192.000000 0.0001220703 10374.4589369263 1.002720780614 5.767282240447 734005.218637252100 0.173863656885 0.173391895576 
262144     64      8   0.0207407756250000 17.4801873000 0.3625526427 7.7572113100 0.1608905793 25.2373986100 0.5234432219 32072412.313500 0.2500000009 67.7499999350 12639064.4563949377  4096.000000 0.0002441406 10387.1244438057 1.001498116246 8.452788680177 500806.943366455600 0.118481385746 0.118304152373 
262144    128      8   0.0280054708750000 17.6037725000 0.4930019380 7.7209373300 0.2162284855 25.3247098300 0.7092304236 42628839.473327 0.8750000026 131.7500002720 9360456.7896771705  2048.000000 0.0004882812 10351.3130756373 1.004962895787 11.452961170902 369617.533725446400 0.087746992309 0.087313663695 
262144    256      8   0.0422047608750000 17.6560338000 0.7451686845 7.6961422400 0.3248138429 25.3521760400 1.0699825274 63092371.835597 0.5000000004 259.8750001139 6211242.3945821017  1024.000000 0.0009765625 10340.0986008615 1.006052840040 17.278542957372 244998.393225976500 0.058225560021 0.057875250388 
262144    512      8   0.0749067430000000 17.6371598000 1.3211421964 7.7154346400 0.5779380797 25.3525944400 1.8990802761 111035260.659514 2.0000000006 515.8749996763 3499604.8353083513   512.000000 0.0019531250 10339.9279557126 1.006069443447 30.667173798566 138037.345392424900 0.032806069775 0.032608156413 
262144   1024      8   0.1297799437500000 17.7201259000 2.2997169425 7.7046453800 0.9999084440 25.4247712800 3.2996253866 189539391.296503 3.1249999859 1027.7499964982 2019911.4934506203   256.000000 0.0039062500 10310.5745618333 1.008933643930 53.283785037274 79446.594472987500 0.018935097107 0.018767435520 
262144   2048      8   0.2705075187500000 17.6957125000 4.7868232809 7.6925709600 2.0808982832 25.3882834600 6.8677215641 397575750.363452 6.2499999917 2051.8749986114 969082.1209382742   128.000000 0.0078125000 10325.3928298467 1.007485694260 110.902953106585 38170.446712755900 0.009084390145 0.009016892444 
262144   4096      8   0.5331932787500000 17.6970845000 9.4359665089 7.7291627300 4.1211376180 25.4262472300 13.5571041269 782673949.998972 12.6249999879 4100.2499952471 491649.1082081180    64.000000 0.0156250000 10309.9760506812 1.008992214196 218.926010499030 19336.282848222600 0.004608827484 0.004567753268 
262144   8192      8   1.0573313375000000 17.6985703000 18.7132530071 7.7088370400 8.1507949781 25.4074073400 26.8640479852 1551644966.640054 32.7500000325 8195.9999951965 247929.8500882652    32.000000 0.0312500000 10317.6210186269 1.008244589029 433.812324241067 9758.171968138500 0.002324149252 0.002305144284 
