#1.Msg_size 2.Frags   3.Timer_active 4.Timer_passive 5.Timer_tot   6.Power_cpu_active 7.Power_cpu_passive 8.Power_cpu_tot   9.Energy_cpu_active 10.Energy_cpu_passive 11.Energy_cpu_tot   12.Power_dram_active 13.Power_dram_passive 14.Power_dram_tot   15.Energy_dram_active 16.Energy_dram_passive 17.Energy_dram_tot   18.Power_blade_active 19.Power_blade_passive 20.Power_blade_tot   21.Energy_blade_active 22.Energy_blade_passive 23.Energy_blade_tot   24.Edprod_impact 25.Edprod_ini 26.Edprod_final   27.Msg_rate_impact 28.Msg_rate_ini 29.Msg_rate_final   30.Bw_impact 31.Bw_ini 32.Bw_final
524288 1 16.683264390515 16.232069574938 16.683264390515 1.533925889400 -5.820086729153 -2.256694318813 17.961281359779 11.356703403945 14.559706528925 -4.261910655260 -16.668150318166 -9.715177989948 13.132379544888 2.269505044275 8.361971809891 .560461005222 -.204837149586 .171584050287 17.150222194841 16.060481764848 16.596937868362 28.177154434348 .000116875968 .000083943646 -20.023905483661 912.525238474760 1095.248429741504 -20.023905483661 478426032.229455172033 574225608.732314091274
524288 2 13.058105334937 13.258713678916 13.058105334937 2.245880780218 1.594423168153 1.897697747180 15.010716603861 14.641736853657 14.813904165477 10.751181034767 5.638536131854 8.279568458235 22.405385804361 18.149652452106 20.352606243545 -.044527228841 -.405094747278 -.228003878014 13.019392482564 12.907329295161 12.962489131228 26.559748558373 .000113466654 .000083330196 -15.019347559933 1886.575897054458 2169.927288015002 -15.019347559933 494554551.957443941517 568833418.989404754985
524288 4 12.441936858193 10.725381534314 12.441936858193 -2.257100410279 .895083690395 -.561511494338 10.465663442088 11.524464062256 11.031458484202 8.695161728049 -5.028736958131 2.487251894251 20.055252035899 6.235995787087 13.852845210971 .069993893446 -.270042462507 -.103328619055 12.503222142239 10.484302136030 11.481317039484 22.410433921767 .000107243894 .000083210072 -14.209927003573 3845.161602202397 4391.556259044808 -14.209927003573 503993021.523872687729 575610061.985521087321
524288 8 11.019117788872 10.567752053908 11.019117788872 -.189343605316 -2.075395256401 -1.184412858624 10.850638246783 8.711679438680 9.722621131296 5.863371403863 -2.536264160972 2.209608011246 16.236397453999 8.299514025043 12.785699226871 -.184484112824 -.101246444447 -.142009337451 10.854962265630 10.477205098783 10.662284940234 20.029284270415 .000104815997 .000083822103 -12.383691322285 7808.217025207011 8775.162519382812 -12.383691322285 511719310.963966692777 575089050.870271971365
524288 16 12.192370810239 11.684097189849 12.192370810239 .069796063426 .377614360498 .234166531463 12.253657065630 12.017590734574 12.127653128977 -5.641425837192 -1.459559453858 -3.616946053394 7.238768514796 10.395074092051 8.766066758171 -.374000901500 -.162730314181 -.265954424664 11.863969473112 11.540380456328 11.698553530964 22.450618797728 .000108346390 .000084021955 -13.885320584036 15481.117975514076 17630.720836407038 -13.885320584036 507285273.821645271487 577723460.367385831336
524288 32 15.115276145118 13.425080295457 15.115276145118 -1.764082429472 .093683265991 -.790341959343 13.617839716306 13.506186480657 13.559702487721 -1.331704457041 13.326976123063 5.445893011390 13.984862562481 24.962899149098 19.022943414485 -.396766562736 -8.409096389900 -4.328436678870 14.778482013430 6.144911819335 10.571811826031 27.258150277259 .000111158335 .000080858629 -17.806827257822 29947.079598512156 35279.704331381909 -17.806827257822 490652952.142023171504 578022675.765361213237
524288 64 17.283721338861 16.749436982415 17.283721338861 .744110026287 .851219378966 .801233662846 17.899221448165 17.458081898334 17.664060625071 3.642706561104 -7.037895890084 -1.485635419811 20.296832638754 10.890349009280 15.782575060587 -.212508394301 -.353747723523 -.284598941527 17.107942288694 16.454940000516 16.774801266979 31.685902080608 .000124848366 .000085289035 -20.895187281898 57806.624182458978 69885.426566726735 -20.895187281898 473551865.302703953981 572501414.434625419469
524288 128 17.558092811260 16.997004310148 17.558092811260 .582666339575 -1.888128818275 -.717746711754 18.038454035516 15.429800895952 16.666210104947 .917840407609 -7.606036787024 -3.090553908911 18.314777920971 10.683765995521 14.728378746667 -.212188252005 -.466868634031 -.342117389536 17.383160752165 16.609489424695 16.988676070293 31.093821910233 .000131142235 .000090365102 -21.297533511764 111504.782423566655 135252.550827446311 -21.297533511764 456723588.806929021472 553994448.189220093797
524288 256 17.701205539972 17.082648183910 17.701205539972 1.378342240572 -1.891218224238 -.333650662422 18.835564555413 15.514500098829 17.098471704230 10.438683442614 -8.053948699308 2.063153523504 26.292116146118 10.404527181854 19.105317895165 -.510779260708 -.213243973953 -.358963813792 17.280840334590 16.905831911169 17.089706069765 31.983642656264 .000142599192 .000096990776 -21.508462737652 214521.700067009623 260662.019990101074 -21.508462737652 439340441.737235709757 533835816.939727000968
524288 512 8.480277385503 7.199264186941 8.480277385503 -.646046135069 .489062188953 -.042990602323 7.889017754202 7.653117491452 7.764194273613 12.395364673745 2.144809348636 7.551651950593 19.824480757670 9.189663034841 14.821949542385 -6.132141133672 .039856178555 -2.907102977667 2.868158830094 7.236251007383 5.141246334347 16.400187518084 .000131276938 .000109747274 -9.266065437309 448257.694046960446 489793.545305125202 -9.266065437309 459015878.704087496792 501548590.392448206996
