#1.Msg_size 2.Frags   3.Timer_active 4.Timer_passive 5.Timer_tot   6.Power_cpu_active 7.Power_cpu_passive 8.Power_cpu_tot   9.Energy_cpu_active 10.Energy_cpu_passive 11.Energy_cpu_tot   12.Power_dram_active 13.Power_dram_passive 14.Power_dram_tot   15.Energy_dram_active 16.Energy_dram_passive 17.Energy_dram_tot   18.Power_blade_active 19.Power_blade_passive 20.Power_blade_tot   21.Energy_blade_active 22.Energy_blade_passive 23.Energy_blade_tot   24.Edprod_impact 25.Edprod_ini 26.Edprod_final   27.Msg_rate_impact 28.Msg_rate_ini 29.Msg_rate_final   30.Bw_impact 31.Bw_ini 32.Bw_final
524288 1 -26.398419001997 -27.600789753968 -26.398419001997 2.697694202561 3.606114020488 3.163612301921 -22.988576198784 -22.999359724604 -22.993510269762 -30.053588619803 -156.887295508677 -84.724286831176 -64.385679900055 -227.790217610259 -126.102528920826 -1.207463863042 -.808174767109 -1.005324055478 -27.924634253127 -28.632027078552 -28.243647372165 -70.121981814073 .000061026310 .000103819168 20.885086388287 870.883268927233 688.998545870635 20.885086388287 456593647.299321530115 361233669.617423973435
524288 2 -25.800125983446 -28.484118317341 -25.800125983446 .843506476283 5.404911165280 3.190164760440 -24.738993700520 -21.539665927341 -23.274663455025 -30.336355497886 -103.377272834892 -62.934361785488 -63.963299321648 -161.307496067696 -102.025066566285 -1.211109786625 -.906808322363 -1.057170060522 -27.323703542569 -29.649223066697 -28.368302907512 -66.554306378052 .000061047369 .000101677022 20.508823645249 1733.866680896394 1378.271021067614 20.508823645249 454522747.196904551395 361305478.546748802587
524288 4 -26.606389162702 -28.967844513890 -26.606389162702 3.821369860286 6.041012652538 4.945478255385 -21.768290754787 -21.176880753200 -21.501571616511 -31.422024321025 -146.483180428101 -83.139976750179 -66.388679524765 -217.884045044187 -126.271161181645 -1.189566046867 -.915492378663 -1.050933535386 -28.112455767225 -30.148535348371 -29.029465064062 -69.095463652947 .000061323130 .000103694631 21.015044610829 3485.926932137443 2753.357832247842 21.015044610829 456907414.849119034192 360888117.788389247926
524288 8 -26.922170158450 -29.812932411670 -26.922170158450 3.968548703094 6.283076561213 5.144824636653 -21.885202028828 -21.656686434022 -21.781735981953 -38.336191942254 -114.866085925260 -73.708716207589 -75.579296956187 -178.923966761712 -117.705125641801 -1.272496062926 -.790750343342 -1.028641293838 -28.537249787574 -30.839428569099 -29.574999623403 -67.859397710642 .000061012833 .000102415774 21.211558331252 6971.992645373940 5493.124358549844 21.211558331252 456916510.007226548811 359997397.961922598524
524288 16 -27.999468135993 -31.779586293375 -27.999468135993 2.470554797821 5.932551741657 4.238244846649 -24.837171128590 -23.961694166382 -24.438529728128 -56.001749283606 -137.595573765161 -93.850793958176 -99.681409363606 -213.102464250643 -146.120663145965 -1.335458542978 -.730070817964 -1.028953963766 -29.708847964250 -32.741670617411 -31.076877609855 -77.286953633821 .000060473843 .000107212234 21.874675374623 13995.132206118501 10933.742467780690 21.874675374623 458592492.130091065660 358276873.184237659368
524288 32 -29.821773162268 -35.622951333011 -29.821773162268 3.017239799073 6.683958028738 4.901520187528 -25.904738981299 -26.557970155899 -26.204397271312 -33.411783125592 -84.042176709775 -61.760712122486 -73.197542504362 -149.603431726088 -111.779128187576 -1.080642717237 -.760198138787 -.918436136609 -31.224682728976 -36.653954449175 -33.673809572442 -76.320290259989 .000059840421 .000105510804 22.971318628496 28033.028454554971 21593.472167042090 22.971318628496 459293138.199428648159 353787447.984817618922
524288 64 -27.163447638408 -34.624149662057 -27.163447638408 2.905770292878 6.860068234129 4.931363299921 -23.468369955333 -25.388841249394 -24.337408295491 -20.386428211108 -91.837167255049 -54.582441583310 -53.087532590591 -158.259155411627 -97.197317233010 -1.088991101170 -.650900441912 -.867144704426 -28.548246268304 -35.500418968857 -31.653874628376 -68.822104096626 .000063326759 .000106909567 21.361050005224 54587.362116278745 42926.928398087334 21.361050005224 447179670.456555484893 351657397.437131447502
524288 128 -25.135209329709 -30.579248149959 -25.135209329709 2.841882173144 6.135923000859 4.527823815350 -21.579014148491 -22.567006036086 -22.026093699358 -44.751488485189 -105.839664484246 -76.813807198614 -81.135078169542 -168.783886267572 -121.933896533115 -1.112055591558 -.180391879233 -.639272750385 -26.526782448497 -30.814802513863 -28.448672576896 -65.686288303225 .000066101418 .000109520986 20.086440470549 105980.100725872282 84692.470882941895 20.086440470549 434094492.573172867626 346900360.736530005080
524288 256 -22.401892369578 -26.603468485376 -22.401892369578 1.956989671991 4.688153700025 3.350500720452 -20.006500020834 -20.668103346328 -20.305175158482 -17.007281578426 -124.851447406761 -63.303360154999 -43.219126924404 -184.669731475711 -95.942104490706 -1.027670198684 -.804037305358 -.914595934590 -23.659780183822 -27.621407655023 -25.430177037974 -57.471626911574 .000070983108 .000111778255 18.301916690910 204861.972549481576 167368.305002119075 18.301916690910 419557319.781338268902 342770288.644339866843
524288 512 -10.294609581724 -13.094118911288 -10.294609581724 2.835030835430 5.115627462539 3.991419818553 -7.167723397457 -7.308645110581 -7.230980311234 -68.328438444581 -120.434951389042 -94.967220041502 -85.657194034431 -149.298966077069 -114.488354161048 -.924309177718 -.838520161870 -.880989640419 -11.314072788735 -14.042435906144 -12.533108924724 -31.771162982684 .000081701397 .000107658881 9.333737723688 385783.311422787742 349775.308952824282 9.333737723688 395042110.896934648163 358169916.367692065480
524288 1024 .934634048757 -.708911282812 .934634048757 3.606187034661 6.326819522909 4.994391058522 4.507116378239 5.662759784787 5.030316077929 -26.715301985044 -100.014513450513 -63.271950053518 -25.530977712845 -101.432438900992 -59.029648134379 -.721601489758 -.398452537391 -.558228005127 .219776835134 -1.110188487828 -.376175429489 -1.512740518044 .000102838126 .000104393800 -.943451871178 688235.913431130119 694729.088034519785 -.943451871178 352376787.676738621312 355701293.073674130312
524288 2048 19.864359965743 16.280463136293 19.864359965743 3.374238922010 4.743281120788 4.065547177976 22.568327922920 20.251516102325 21.552085092231 -40.138849204539 -157.625570776230 -92.939314024693 -12.301163753127 -115.682934787043 -52.074500351830 -.131950623855 -.868643516533 -.502513947431 19.758620489443 15.553238783347 17.922045066683 30.790899748442 .000154292526 .000106784469 -24.788421178457 1103558.319534476208 1377113.003730588368 -24.788421178457 282510929.800825909404 352540928.955030622313
524288 4096 44.815022510951 38.346404239865 44.815022510951 3.313377913439 6.231489130564 4.795866406460 46.643509347225 42.188341351350 44.759328651878 -42.237902299628 -148.188038503601 -90.261210801771 21.506045609789 -53.016850004750 -6.098742935240 1.186901832102 -.846385595717 .170378367143 45.470014000459 37.824577079370 42.296830107308 66.464888346345 .000329571746 .000110522253 -81.208735692326 1492437.994673168884 2704428.021139156345 -81.208735692326 191032063.318165617249 346166786.705812012178
524288 8192 62.340991862560 57.584873434887 62.340991862560 5.800041036951 5.061604216311 5.428655921822 64.525229792233 59.731759277696 62.546948611876 -47.114654890735 -71.585396261596 -60.193893397420 44.598080149685 27.221837023799 36.889186854555 .770021659857 -.866263493142 -.049926580569 62.630974386289 57.217446686427 60.406395786741 84.635621724658 .000778209732 .000119567087 -165.540716407192 1969412.501976970290 5229592.066762458468 -165.540716407192 126042400.126526098607 334693892.272797341960
524288 16384 77.196160320981 73.145999837787 77.196160320981 5.934466604074 5.215882243636 5.574668209967 78.549446570405 74.546672865214 76.931535363136 -9.230101661317 -101.896724656755 -49.885828891768 75.091342734763 45.782653232371 64.953641810602 1.021521602860 -.481401570960 .269316721376 77.429106468567 73.016724260215 75.646524581399 94.403776350722 .002101181321 .000117586806 -338.522640956863 2378014.227375804288 10428130.792218336839 -338.522640956863 76096455.276025737220 333700185.350986778870
524288 32768 86.867810934148 84.160197048785 86.867810934148 5.602797289449 3.674264740012 4.635854392338 87.603580866779 84.742193348590 86.449109315456 -41.032600429243 -89.322433457585 -65.998887411532 81.479332267268 70.011699608485 76.679011890129 .909447082930 -.788349880042 .060175614548 86.987241244288 84.035323986502 85.799562498046 98.074945039002 .007054025924 .000135793876 -661.487665906619 2570763.191395064875 19576044.622140806608 -661.487665906619 41132211.062321038002 313216713.954252905730
