524288 1	10000	0.001101013402	1411952085875	1411952096886
524288 2	10000	0.001088376959	1411952203370	1411952214255
524288 4	10000	0.001088030132	1411952319505	1411952330386
524288 8	10000	0.001121387491	1411952435583	1411952446798
524288 16	10000	0.001155113103	1411952555172	1411952566724
524288 32	4000	0.001210752102	1411952678433	1411952683277
524288 64	4000	0.001300205823	1411952730163	1411952735364
524288 128	4000	0.001471563709	1411952785855	1411952791742
524288 256	4000	0.001800698240	1411952848746	1411952855949
524288 512	4000	0.002201610132	1411952925579	1411952934386
524288 1024	4000	0.003165368058	1411953019430	1411953032093
524288 2048	1000	0.005059903077	1411953154574	1411953159635
524288 4096	1000	0.006895337239	1411953208530	1411953215426
524288 8192	1000	0.012268342404	1411953282117	1411953294387
524288 16384	400	0.022974178008	1411953413103	1411953422294
524288 32768	400	0.043980941451	1411953511120	1411953528714
524288 65536	40	0.086737571774	1411953687057	1411953690527
524288 131072	40	0.172356460240	1411953724136	1411953731031
524288 262144	40	0.343878196887	1411953797717	1411953811474
524288 524288	15	0.687506483249	1411953944390	1411953954704
