524288 1	2000	0.001451381873	1411065367775	1411065370678
524288 2	2000	0.001451093413	1411065399100	1411065402002
524288 4	2000	0.001452771577	1411065430119	1411065433025
524288 8	2000	0.001456366082	1411065461229	1411065464142
524288 16	2000	0.001463359874	1411065492430	1411065495357
524288 32	2000	0.001481929342	1411065523749	1411065526713
524288 64	2000	0.001490905648	1411065555546	1411065558528
524288 128	2000	0.001511350403	1411065587392	1411065590415
524288 256	2000	0.001529560809	1411065619887	1411065622946
524288 512	2000	0.001463796863	1411065652781	1411065655709
524288 1024	2000	0.001473955845	1411065684361	1411065687309
524288 2048	2000	0.001487169168	1411065716049	1411065719024
524288 4096	2000	0.001514553158	1411065748022	1411065751051
524288 8192	2000	0.001566470175	1411065780582	1411065783715
524288 16384	2000	0.001571134878	1411065814151	1411065817293
524288 32768	2000	0.001673882576	1411065847877	1411065851225
524288 65536	2000	0.001883162594	1411065883820	1411065887587
524288 131072	2000	0.002382453780	1411065924213	1411065928978
524288 262144	2000	0.003375504838	1411065975352	1411065982104
524288 524288	1000	0.005129513472	1411066047756	1411066052886
