#1.Msg_size 2.Frags  3.Inst_active_diff 4.Inst_passive_diff 5.Inst_tot_diff 6.Cache_active_diff 7.Cache_passive_diff 8.Cache_tot_diff 9.Inst_per_put_ini 10.Inst_per_put_final 11.Inst_per_put_diff 12.Cache_per_put_ini 13.Cache_per_put_final 14.Cache_per_put_diff
524288 1 -.841811448430 -.700271996474 -.713001925647 .756327376721 -2.730716797401 .756305679362 790904.019330422360 797561.939911240790 -.841811448430 3491.794008771946 3465.384614744867 .756327376721
524288 2 24.812879526072 .002721331038 2.329601350785 4.351029283103 56.521722958310 4.351228743301 413756.978014814070 311091.957529281795 24.812879526072 1804.790404002808 1726.263445026006 4.351029283103
524288 4 40.000876875722 4.390248575447 8.038504583534 -1.711931704955 -54.545510547767 -1.712038717744 227362.379050046745 136415.433744523670 40.000876875722 950.414746508061 966.685197882105 -1.711931704955
524288 8 56.265036233210 7.407867376180 12.989149589738 -2.110564078376 35.135191436326 -2.110466268624 132197.273599675130 57816.429709500980 56.265036233210 528.367036647582 539.518561525048 -2.110564078376
524288 16 71.870954573668 8.833068901281 16.098405962549 .205088946360 40.000011871789 .205146416673 68931.220710992911 19389.694386720116 71.870954573668 346.228425861452 345.518349630852 .205088946360
524288 32 89.502635733104 12.228275407347 21.356074117598 2.586865080170 7.594968853539 2.586870097619 37196.662958984914 3904.669205933907 89.502635733104 246.419887455989 240.045337436793 2.586865080171
524288 64 74.837504568874 14.068851787904 23.145843684387 -.405072773264 19.565237937417 -.405048916600 26144.854790750596 6578.697892197034 74.837504568874 120.334856562447 120.822300303128 -.405072773264
524288 128 80.078717039455 20.834036351734 33.238539361869 -1.962621113739 -53.164518146392 -1.962674896219 22321.151598272225 4446.659769943823 80.078717039455 58.758527906163 59.911735180972 -1.962621113739
524288 256 85.949548926481 33.654351906793 48.122773239408 -4.139033593390 26.999981044000 -4.138991487279 19744.592398013552 2774.204294548536 85.949548926481 28.888715180197 30.084428806204 -4.139033593389
524288 512 84.631675687292 47.835148156241 60.669599530664 -9.959873923298 25.925912358875 -9.959544592603 16987.834895410826 2610.745560434011 84.631675687292 2.873155670330 3.159318352715 -9.959873923299
524288 1024 87.014984154698 59.581464148850 70.390581215746 -8.724947533660 50.001748570626 -8.717807791626 14849.156476127497 1928.165321318782 87.014984154698 .642539062399 .698600258477 -8.724947533724
524288 2048 89.240080631962 70.141126172843 78.325248762186 -113.287124691527 24.999278259136 -113.281709487495 13675.945118739301 1471.520667593423 89.240080631962 .332499998986 .709179687437 -113.287124691648
524288 4096 84.636626305487 70.247099315888 76.551579411743 -199.961231126905 28.571189139932 -199.940560031095 9744.048511153254 1497.014585743033 84.636626305487 .125950521237 .377802734114 -199.961231127493
524288 8192 85.264579058054 75.307108596464 79.794255500533 -262.655697262606 68.750001779373 -262.594268368672 9143.510969424915 1347.334830217758 85.264579058054 .070235188880 .254711913958 -262.655697264781
524288 16384 85.402426189031 78.127912898451 81.468163680188 -510.420784401904 31.579578047034 -510.305774407111 8853.134049670279 1292.342777484628 85.402426189031 .036427002011 .222357991414 -510.420784413863
524288 32768 85.583792586072 80.504404156564 82.819258613504 -497.282236872230 88.235293719858 -497.026732903266 8320.131664183507 1199.447437820542 85.583792586072 .023767903590 .141961466225 -497.282236893321
524288 65536 86.319589424397 81.896940375978 83.972880734178 -495.079028974126 31.578952934410 -494.870455830604 8686.344979619155 1188.327657225121 86.319589424397 .014635620073 .087093505817 -495.079028989494
524288 131072 86.180033442064 80.772063840276 83.306442269014 -820.361489325271 72.972871865214 -818.896003024940 8594.161672967291 1187.710269138955 86.180033442064 .006871948235 .063246765127 -820.361489408105
524288 262144 86.159060221453 82.867362829804 84.411545821995 -690.097655399457 61.797754721232 -688.828378133608 8594.561143449251 1189.568032095130 86.159060221453 .004015655510 .031727600034 -690.097655413673
524288 524288 86.161976496265 83.022824159553 84.493901486068 -545.882771076248 80.116939669391 -544.224626042379 8580.983061398825 1187.438452887887 86.161976496265 .002456207283 .015864219667 -545.882771246550
