524288 1	7000	0.001095113950	1410947271006	1410947278673
524288 2	7000	0.001056920862	1410947353398	1410947360797
524288 4	7000	0.001029077301	1410947433018	1410947440222
524288 8	7000	0.001024711747	1410947510598	1410947517772
524288 16	7000	0.001033050390	1410947587656	1410947594889
524288 32	7000	0.001053913057	1410947665328	1410947672706
524288 64	7000	0.001106260520	1410947744732	1410947752476
524288 128	7000	0.001146885829	1410947828116	1410947836145
524288 256	7000	0.001191010769	1410947914691	1410947923028
524288 512	7000	0.001133873042	1410948004354	1410948012292
524288 1024	7000	0.001265450966	1410948089345	1410948098204
524288 2048	1000	0.001524708529	1410948184698	1410948186223
524288 4096	1000	0.002084183908	1410948201123	1410948203208
524288 8192	1000	0.003122867571	1410948223549	1410948226672
524288 16384	1000	0.005186402914	1410948257107	1410948262293
524288 32768	1000	0.008786188127	1410948313165	1410948321952
524288 65536	500	0.016174121878	1410948407708	1410948415796
524288 131072	90	0.031127082357	1410948494680	1410948497481
524288 262144	90	0.060888782433	1410948524933	1410948530413
524288 524288	90	0.120027791131	1410948583828	1410948594631
