524288 1	7000	0.001430028092	1410945302265	1410945312276
524288 2	7000	0.001391639423	1410945409985	1410945419728
524288 4	7000	0.001356683106	1410945514835	1410945524333
524288 8	7000	0.001360121229	1410945616885	1410945626407
524288 16	7000	0.001376003907	1410945719342	1410945728975
524288 32	7000	0.001402129747	1410945822774	1410945832590
524288 64	7000	0.001460473021	1410945928235	1410945938459
524288 128	7000	0.001507385624	1410946038317	1410946048870
524288 256	7000	0.001559522674	1410946151617	1410946162535
524288 512	7000	0.001468771493	1410946268793	1410946279076
524288 1024	7000	0.001627752877	1410946379313	1410946390708
524288 2048	1000	0.002012901910	1410946501718	1410946503731
524288 4096	1000	0.002966053403	1410946523373	1410946526339
524288 8192	1000	0.004485934877	1410946555203	1410946559690
524288 16384	1000	0.007526757330	1410946603491	1410946611018
524288 32768	1000	0.013195957943	1410946684416	1410946697613
524288 65536	500	0.024438198398	1410946826036	1410946838256
524288 131072	90	0.047313256369	1410946957497	1410946961755
524288 262144	90	0.092501259909	1410947003223	1410947011549
524288 524288	90	0.182320793032	1410947092707	1410947109117
