524288 1	1900	0.001430601344	1410974082152	1410974084871
524288 2	1900	0.001416879483	1410974111458	1410974114151
524288 4	1900	0.001409745497	1410974140323	1410974143002
524288 8	1900	0.001457792778	1410974169187	1410974171957
524288 16	1900	0.001501508225	1410974199009	1410974201862
524288 32	1900	0.001559017370	1410974229655	1410974232618
524288 64	1900	0.001661225478	1410974261415	1410974264572
524288 128	1900	0.001850463986	1410974295352	1410974298868
524288 256	1900	0.002214273211	1410974333086	1410974337294
524288 512	1900	0.002623584904	1410974378091	1410974383076
524288 1024	1900	0.003660143547	1410974431626	1410974438581
524288 2048	1900	0.005747147162	1410974506402	1410974517323
524288 4096	1900	0.007854543025	1410974623251	1410974638176
524288 8192	200	0.013815204588	1410974783120	1410974785883
524288 16384	200	0.025791530569	1410974812835	1410974817994
524288 32768	200	0.049098888417	1410974868152	1410974877973
524288 65536	20	0.096838341733	1410974973460	1410974975397
524288 131072	20	0.193747569698	1410974994289	1410974998164
524288 262144	20	0.387698363674	1410975035906	1410975043661
524288 524288	20	0.768712140141	1410975119125	1410975134501
