524288 1	1900	0.001103040161	1410975286389	1410975288485
524288 2	1900	0.001092713177	1410975308871	1410975310948
524288 4	1900	0.001089449403	1410975331163	1410975333233
524288 8	1900	0.001121104527	1410975353394	1410975355525
524288 16	1900	0.001149091448	1410975376282	1410975378465
524288 32	1900	0.001204845930	1410975399941	1410975402230
524288 64	1900	0.001291199523	1410975424598	1410975427051
524288 128	1900	0.001466039818	1410975450928	1410975453714
524288 256	1900	0.001790603678	1410975481028	1410975484430
524288 512	1900	0.002193523297	1410975517609	1410975521777
524288 1024	1900	0.003152911410	1410975562544	1410975568535
524288 2048	1900	0.005061704763	1410975626899	1410975636517
524288 4096	1900	0.006926242686	1410975730470	1410975743631
524288 8192	200	0.012299420180	1410975871843	1410975874304
524288 16384	200	0.023089122646	1410975898426	1410975903045
524288 32768	200	0.044404168985	1410975948261	1410975957142
524288 65536	20	0.087246560456	1410976043859	1410976045604
524288 131072	20	0.173286638110	1410976062653	1410976066119
524288 262144	20	0.347453754810	1410976099920	1410976106869
524288 524288	20	0.699245675949	1410976174847	1410976188833
